name,nation,foldered,rank,role,mainArm,main_arm_diameter,purchase_type,is_premium,is_reserve,br_ab,br_rb,br_sb,repair_ab,repair_rb,repair_sb,sl_mod_ab,sl_mod_rb,sl_mod_sb,rp_mod_ab,rp_mod_rb,rp_mod_sb,main_reload_base,main_reload_upgraded,forward_ab,forward_rbsb,reverse_ab,reverse_rbsb,stabilizer,can_float,smoke_grenade,ess,night_vision,revers_gear,rangefinder,dozer,autoloader,era_armor,thermal_vision,laser_rangefinder,hydro_suspension,composite_armor,lwr
Object 906,USSR,True,5,Light,85mm D-58 cannon,85,Tech Tree,False,False,7.7,8,8,2962,3449,4383,120,170,200,202,202,202,4.3,4.3,83,74,83,74,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False
SU-122-54,USSR,False,5,Tank destroyer,D-49 (122mm),122,Tech Tree,False,False,6.7,6.7,6.7,3803,4299,6074,130,210,250,184,184,184,16,12.3,55,51,9,8,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
Object 268,USSR,False,5,Tank destroyer,M-64 (152mm),152,Tech Tree,False,False,7.3,7,7,4949,4855,6815,150,210,250,190,190,190,22.3,17.1,55,51,11,10,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
ZSU-57-2,USSR,False,5,SPAA,2x 57mm S-68 cannon,57,Tech Tree,False,False,7,7,7,3791,3593,5434,140,180,250,184,184,184,2.6,2,55,51,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ZSU-37-2,USSR,False,5,SPAA,2x 37mm 2?11 cannon,37,Tech Tree,False,False,8,7.7,7.7,4484,3785,5047,140,190,250,202,202,202,6.5,5,66,61,26,24,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
IS-6,USSR,False,5,Heavy,D-30T (122mm),122,Pack,True,False,7.7,7.7,7.7,3498,3611,5120,300,420,480,392,392,392,20.5,15.8,48,45,19,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Object 120,USSR,False,5,Tank destroyer,M-69 (152mm),152,Pack,True,False,8,8,8,3284,1922,4785,320,420,500,428,428,428,10,10,70,64,17,16,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
TO-55,USSR,False,5,Medium,100mm D-10T2S cannon,100,GE,True,False,8,8,8,2904,3180,4350,260,400,480,404,404,404,9.7,7.5,56,51,9,8,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
T-10A,USSR,False,5,Heavy,122mm D-25TS cannon,122,Market,True,False,7.7,7.7,7.7,3897,3893,6328,300,420,500,416,416,416,19.5,15,45,42,9,8,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
PT-76-57,USSR,False,5,Light,57mm AU-220 cannon,57,Market,True,False,7.7,8.3,8.3,2189,2516,3056,220,300,360,380,380,380,0.5,0.5,67,61,20,18,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False
T-55A,USSR,True,6,Medium,D-10T2S (100mm),100,Tech Tree,False,False,8.3,8.3,8.3,4242,4693,6436,140,200,250,208,208,208,9.7,7.5,56,51,9,8,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
T-55AMD-1,USSR,True,6,Medium,D-10T2S (100mm),100,Tech Tree,False,False,8.7,8.7,8.7,3921,4006,4959,140,200,230,214,214,214,9.7,7.5,56,51,9,8,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False
T-62,USSR,True,6,Medium,U-5TS (115mm),115,Tech Tree,False,False,8.7,8.7,8.7,4249,4623,5908,140,200,240,214,214,214,10.4,8,56,51,9,8,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
T-62M-1,USSR,True,6,Medium,115mm U-5TS cannon,115,Tech Tree,False,False,9,9,9,3761,3905,4832,150,200,240,220,220,220,10.4,8,61,55,10,9,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False
T-72A,USSR,False,6,Medium,2A46 (125mm),125,Tech Tree,False,False,9.3,9.3,9.3,3440,3406,4418,160,200,240,226,226,226,7.1,7.1,67,60,5,5,True,False,True,True,True,False,False,True,True,False,False,True,False,True,False
T-10M,USSR,False,6,Heavy,M-62-T2S (122mm),122,Tech Tree,False,False,8,8.3,8.3,5326,5811,11002,150,210,250,208,208,208,19.5,15,54,51,11,10,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
Object 435,USSR,False,6,Medium,U-5TS (115mm),115,Tech Tree,False,False,8.7,8.7,8.7,4391,4778,6106,140,200,240,214,214,214,10.4,8,62,56,10,9,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
T-64A (1971),USSR,True,6,Medium,2A26 (125mm),125,Tech Tree,False,False,9.3,9.3,9.3,4101,4189,5353,150,200,230,220,220,220,7.1,7.1,68,61,5,5,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False
T-64B,USSR,True,6,Medium,2A46M-1 (125mm),125,Tech Tree,False,False,9.7,9.7,9.7,3549,3426,4184,150,200,240,226,226,226,7.1,7.1,68,61,5,5,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False
BMP-2,USSR,True,6,Light,2A42 (30mm),30,Tech Tree,False,False,8.7,8.7,8.7,2792,3006,3590,120,160,200,208,208,208,1.3,1,72,65,12,11,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Object 685,USSR,True,6,Light,100mm 2?48 cannon,100,Tech Tree,False,False,8.3,8.7,8.7,2939,3069,3560,120,160,200,214,214,214,6,6,79,71,23,21,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False
BMP-3,USSR,True,6,Light,2A72 (30mm),30,Tech Tree,False,False,8.7,9,9,2844,2968,3438,130,160,210,220,220,220,1,1,78,71,23,21,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False
2S25,USSR,True,6,Light,125mm 2A75 cannon,125,Tech Tree,False,False,9.3,9.3,9.3,3181,3046,3901,140,170,220,226,226,226,7.1,7.1,78,71,78,71,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False
IT-1,USSR,False,6,Tank destroyer,3M7 ATGM,180,Tech Tree,False,False,8.7,8.7,8.7,4432,4930,5222,150,210,250,208,208,208,10,10,55,51,9,8,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
Shturm-S,USSR,False,6,Tank destroyer,9M114 ATGM,130,Tech Tree,False,False,8.7,8.7,8.7,4400,5038,5336,160,210,250,214,214,214,8.3,8.3,67,62,12,11,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
Object 775,USSR,False,6,Tank destroyer,125mm D-126 gun-launcher,125,Tech Tree,False,False,9.3,9.3,9.3,4240,4821,6130,150,210,240,220,220,220,6,6,71,65,5,5,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False
ZSU-23-4,USSR,False,6,SPAA,4x 23mm AZP-23 cannon,23,Tech Tree,False,False,8,8,8,4795,4102,5159,150,190,230,208,208,208,1.3,1,55,51,8,7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ZSU-23-4M4,USSR,False,6,SPAA,4x 23mm AZP-23 cannon,23,Tech Tree,False,False,9.3,9.3,9.3,5763,4920,5362,160,200,250,220,220,220,1.3,1,55,51,8,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T-55AM-1,USSR,False,6,Medium,D-10T2S (100mm),100,Pack,True,False,8.7,8.7,8.7,3039,3312,4358,280,400,480,428,428,428,9.7,7.5,56,51,9,8,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False
BMD-4,USSR,False,6,Light,30mm 2A72 cannon,30,Market,False,False,8.7,9,9,3064,3200,3706,130,170,220,226,226,226,1,1,78,70,78,70,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False
IS-7,USSR,False,6,Heavy,C-70 (130mm),130,Market,False,False,8.3,8.3,8.3,6319,6590,12477,150,210,250,214,214,214,10,10,64,60,25,23,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Object 279,USSR,False,6,Heavy,M-65 (130mm),130,Market,False,False,9,9,9,5811,6628,12063,120,200,250,214,214,214,11.1,8.6,59,56,20,18,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False
T-72B,USSR,True,7,Medium,2A46M-1 (125mm),125,Tech Tree,False,False,10,10,10,4013,3888,4745,160,200,250,232,232,232,7.1,7.1,67,60,5,5,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False
T-72B (1989),USSR,True,7,Medium,2A46M-1 (125mm),125,Tech Tree,False,False,10,10,10,4116,3986,4640,160,200,250,238,238,238,7.1,7.1,67,60,5,5,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False
T-90A,USSR,False,7,Medium,2A46M-5 (125mm),125,Tech Tree,False,False,10.7,10.7,10.7,4056,3990,4693,150,200,230,238,238,238,7.1,7.1,67,60,5,5,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True
T-72B3,USSR,False,7,Medium,2A46M-5 (125mm),125,Tech Tree,False,False,11.3,11.3,11.3,3665,3582,4531,150,190,210,244,244,244,7.1,7.1,67,60,5,5,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False
T-80B,USSR,False,7,Medium,2A46M-1 (125mm),125,Tech Tree,False,False,10.3,10.3,10.3,3889,3765,4404,150,200,250,238,238,238,7.1,7.1,78,70,13,11,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False
T-80U,USSR,False,7,Medium,2A46M-1 (125mm),125,Tech Tree,False,False,11.3,11.3,11.3,4179,4084,5166,150,190,210,244,244,244,6.5,6.5,78,70,13,11,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False
2S25M,USSR,False,7,Light,125mm 2A75 cannon,125,Tech Tree,False,False,9.7,10,10,3254,3142,4217,140,170,220,232,232,232,7.1,7.1,78,71,23,21,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False
Khrizantema-S,USSR,False,7,Tank destroyer,9M123 ATGM,155,Tech Tree,False,False,9.7,9.7,9.7,4415,4899,6253,160,210,250,232,232,232,15,15,77,71,23,21,False,True,False,True,True,False,False,True,True,False,True,True,False,False,False
Strela-10M2,USSR,False,7,SPAA,AAM 9M37M,120,Tech Tree,False,False,10,10,10,5499,4648,5554,160,210,250,232,232,232,19.5,15,67,62,12,11,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2S6,USSR,False,7,SPAA,4x 30mm 2A38 automatic cannon,30,Tech Tree,False,False,10.7,10.7,10.7,5034,5491,6134,160,210,230,238,238,238,65,50,71,65,71,65,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
BMP-2M,USSR,False,7,Light,2A42 (30mm),30,Squadron,False,False,10,10,10,3254,3116,4152,140,170,220,232,232,232,1.3,1,72,65,12,11,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False
2S38,USSR,False,7,Light,57mm 2A90 cannon,57,GE,True,False,10,10,10,2992,2797,3683,280,340,440,464,464,464,0.5,0.5,78,71,23,21,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True
T-72AV (TURMS-T),USSR,False,7,Medium,2A46 (125mm),125,Pack,True,False,10,10,10,3363,3260,3794,300,400,500,464,464,464,7.1,7.1,67,60,5,5,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False
T-80UD,USSR,False,7,Medium,125mm 2A46M-1 cannon,125,GE,True,False,10,10,10,3363,3260,3794,300,400,500,464,464,464,6.5,6.5,67,60,5,5,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False
Object 292,USSR,False,7,Medium,152mm LP-83 cannon,152,Market,False,False,10,10,10,4285,4153,4853,150,200,250,232,232,232,10,10,78,70,13,11,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False
T-72M2 Moderna,USSR,False,7,Medium,125mm 2A46MS cannon,125,Market,False,False,10.3,10.3,10.3,4056,3929,4587,150,190,240,232,232,232,7.1,7.1,67,60,5,5,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True
T-80U (YouTube Cup),USSR,False,7,Medium,2A46M-1 (125mm),125,Gift,False,False,11.3,11.3,11.3,4179,4084,5166,150,190,210,232,232,232,6.5,6.5,78,70,13,11,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False
T-80UM2,USSR,False,7,Medium,2A46M-1 (125mm),125,Market,False,False,11,11,11,3973,3912,4600,150,190,230,232,232,232,6.5,6.5,78,70,13,11,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False
T-80UK,USSR,False,7,Medium,125mm 2A46M-1 cannon,125,Squadron,False,False,11.3,11.3,11.3,4179,4084,5166,150,190,210,244,244,244,6.5,6.5,78,70,13,11,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True
T-90M,USSR,False,8,Medium,2A46M-5 (125mm),125,Tech Tree,False,False,11.7,11.7,11.7,3714,3607,4567,150,190,210,250,250,250,7.1,7.1,67,60,5,5,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True
T-80BVM,USSR,False,8,Medium,125mm 2A46M-1 cannon,125,Tech Tree,False,False,11.7,11.7,11.7,3714,3607,4567,150,190,210,250,250,250,6.5,6.5,78,70,13,11,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False
Pantsir-S1,USSR,False,8,SPAA,4x 30mm 2A38M automatic cannon,30,Tech Tree,False,False,11.7,11.7,11.7,5728,6825,7658,160,210,200,250,250,250,65,50,77,70,6,6,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
A13 Mk I,Britain,False,1,Light,QF 2-pounder (40mm),40,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,3.6,2.8,54,48,7,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
A13 Mk II,Britain,False,1,Light,QF 2-pounder (40mm),40,Tech Tree,False,False,1.3,1.3,1.3,95,91,107,10,10,20,100,100,100,3.6,2.8,54,48,7,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Stuart I,Britain,False,1,Light,M5 (37mm),37,Tech Tree,False,False,1.7,2,2,100,87,114,10,10,10,100,100,100,3.7,2.9,56,51,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stuart III,Britain,False,1,Light,M6 (37mm),37,Tech Tree,False,False,2,2.3,2.3,249,294,368,20,20,20,106,106,106,3.7,2.9,65,59,8,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tetrarch I,Britain,False,1,Light,QF 2-pounder (40mm),40,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,3.6,2.8,75,67,7,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Daimler Mk II,Britain,False,1,Light,QF 2-pounder (40mm),40,Tech Tree,False,False,1.3,1.3,1.3,94,90,106,10,10,20,100,100,100,3.6,2.8,89,80,41,37,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Light AA Mk I,Britain,False,1,SPAA,4x BESA (7.92mm),7.92,Tech Tree,False,False,1,1,1,200,181,264,20,20,20,100,100,100,10.4,8,55,51,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Staghound AA,Britain,False,1,SPAA,2x 12.7mm M2HB machine gun,12.7,Tech Tree,False,False,2.3,2,2,334,292,416,20,30,30,106,106,106,10.4,8,96,88,16,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SARC MkIVa,Britain,False,1,Light,QF 2-pounder (40mm),40,Tech Tree,False,False,1.3,1.3,1.3,94,90,106,10,10,20,100,100,100,3.6,2.8,94,85,15,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
A13 Mk I (3rd R.T.R.),Britain,False,1,Light,QF 2-pounder (40mm),40,GE,True,False,1,1,1,322,172,75,40,40,40,150,150,150,3.6,2.8,54,48,7,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Independent,Britain,False,1,Heavy,Ordnance QF 3-pounder (47mm),47,GE,True,False,1.3,1.3,1.3,3621,567,1277,80,80,120,224,224,224,3.9,3,35,32,5,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A13 Mk II 1939,Britain,False,1,Light,QF 2-pounder (40mm),40,Market,True,False,1.3,1.3,1.3,410,218,140,40,40,40,200,200,200,3.6,2.8,54,48,7,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Alecto I,Britain,False,1,Tank destroyer,95mm Howitzer, Tank No.1, Mk.I,95,Market,True,False,1.7,1.7,1.7,374,140,172,40,40,60,200,200,200,11.1,8.6,54,50,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Crusader II,Britain,True,2,Light,QF 2-pounder (40mm),40,Tech Tree,False,False,2.3,2.7,2.7,322,360,452,30,30,30,112,112,112,3.6,2.8,47,43,8,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Crusader III,Britain,True,2,Light,6pdr OQF Mk.III (57mm),57,Tech Tree,False,False,3,3,3,453,507,629,30,40,50,118,118,118,5.2,4,47,43,8,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cromwell V,Britain,True,2,Medium,OQF Mk.V (75mm),75,Tech Tree,False,False,3,3.3,3,540,601,736,30,50,60,118,118,118,6.5,5,58,52,4,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cromwell I,Britain,True,2,Medium,6pdr OQF Mk.III (57mm),57,Tech Tree,False,False,3.3,3.7,3.7,671,783,996,40,70,80,124,124,124,5.2,4,72,65,5,4,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Sherman II,Britain,False,2,Medium,M3 (75mm),75,Tech Tree,False,False,3.7,3.7,3.7,852,1011,1273,50,80,90,130,130,130,6.5,5,43,38,6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Valentine I,Britain,True,2,Medium,QF 2-pounder (40mm),40,Tech Tree,False,False,2.7,2.3,2.3,392,424,532,30,40,40,112,112,112,3.6,2.8,27,25,4,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Valentine XI,Britain,True,2,Medium,OQF Mk.V (75mm),75,Tech Tree,False,False,3,2.7,2.7,540,607,730,30,50,60,118,118,118,6.5,5,27,25,4,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Valentine IX,Britain,True,2,Medium,6pdr OQF Mk.III (57mm),57,Tech Tree,False,False,3,3,3,684,772,948,50,60,70,124,124,124,5.2,4,27,25,4,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Matilda III,Britain,False,2,Heavy,QF 2-pounder (40mm),40,Tech Tree,False,False,2.7,2.7,2.7,867,884,1149,40,60,60,118,118,118,3.6,2.8,26,24,5,4,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Churchill I,Britain,False,2,Heavy,QF 2-pounder (40mm),40,Tech Tree,False,False,3,3.3,3.3,970,934,1245,60,80,80,124,124,124,3.6,2.8,30,28,3,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Archer,Britain,False,2,Tank destroyer,76mm QF 17-pounder cannon,76,Tech Tree,False,False,2.7,2.7,2.7,430,494,592,30,50,60,112,112,112,6.1,4.7,36,33,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gun Carrier (3-in),Britain,False,2,Tank destroyer,OQF 3in 20cwt (76mm),76,Tech Tree,False,False,3,3,3,596,692,808,40,60,70,118,118,118,8.1,6.3,28,26,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Achilles,Britain,False,2,Tank destroyer,76mm QF 17-pounder cannon,76,Tech Tree,False,False,3.7,3.3,3.3,687,825,1002,50,80,100,124,124,124,8.7,6.7,45,42,6,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Crusader AA Mk I,Britain,False,2,SPAA,40mm Bofors L/60 cannon,40,Tech Tree,False,False,3.3,3,3,520,386,602,30,40,50,112,112,112,0.6,0.5,48,44,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AEC AA,Britain,False,2,SPAA,2x 20mm/70 Oerlikon Mk.II (20mm),20,Tech Tree,False,False,3.7,3.3,3.3,653,532,816,40,50,70,118,118,118,1.3,1,73,67,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SARC MkVI (2pdr),Britain,False,2,Light,QF 2-pounder (40mm),40,Tech Tree,False,False,2,2.3,2.3,297,339,450,30,30,30,112,112,112,3.6,2.8,72,65,21,19,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
SARC MkVI (6pdr),Britain,False,2,Light,6pdr OQF Mk.III (57mm),57,Tech Tree,False,False,3,3.3,3.3,449,506,622,30,40,50,118,118,118,5.2,4,72,65,21,19,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
